seq,module,level,name,card,type,label,description,label_ja,description_ja,XPath
4400,gl-bus,5,dmLifeLength,0..1,gl-bus:dmLifeLengthItemType,Mortgage Life,Length of life in number of periods.,抵当債務期間,存在する期間数。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-bus:depreciationMortgage/gl-bus:dmLifeLength
4410,gl-bus,5,dmComment,0..1,gl-bus:dmCommentItemType,Description,"Description of each item related to depreciation, mortgage, loan, credit facility, etc.",債務説明,減価償却や債権債務、ローン、信用供与等に関する項目の説明。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-bus:depreciationMortgage/gl-bus:dmComment
4420,gl-bus,5,dmStartDate,0..1,gl-bus:dmDateItemType,Start Date,"Start of the applicable period of each item related to depreciation, mortgage, loan, credit facility, etc.",開始日付,減価償却や債権債務、ローン、信用供与等に関する項目の、適用期間の開始日。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-bus:depreciationMortgage/gl-bus:dmStartDate
4430,gl-bus,5,dmEndDate,0..1,gl-bus:dmDateItemType,End Date,"End of the applicable period of each item related to depreciation, mortgage, loan, credit facility, etc.",終了日付,減価償却や債権債務、ローン、信用供与等に関する項目の、適用期間の終了日。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-bus:depreciationMortgage/gl-bus:dmEndDate
4440,gl-bus,5,dmAmount,0..1,gl-bus:dmAmountItemType,Amount,"Amount of a cost or fee charged for a mortgage, loan, credit facility, etc.",手数料,減価償却や債権債務、ローン、信用供与等で請求されるコストや手数料。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-bus:depreciationMortgage/gl-bus:dmAmount
4450,gl-ehm,4,measurableClassID,0..1,gl-ehm:measurableClassIDItemType,Measurable Class ID,"An enumerated code to identify the inventory, fixed asset or other measurable class. Enumerated as: raw material, work-in-process, finished goods, assemblies, supplies, land, building, machinery, furniture, vehicles, other.",測定可能なクラスID,在庫、固定資産、またはその他の測定可能なクラスを識別するための列挙されたコード。列挙：原材料、仕掛品、完成品、組立品、消耗品、土地、建物、機械、家具、車両、その他。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-ehm:measurableClassID
4460,gl-ehm,4,measurableClassDescription,0..1,gl-ehm:measurableClassDescriptionItemType,Measurable Class Description,Free format description associated with gl-ehm:measurableClassID to provide specialization or clarification for the enumerated value of other.,測定可能なクラスの説明,gl-ehm：measurableClassIDに関連付けられた自由形式の説明で、他の列挙値の特殊化または明確化を提供します。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-ehm:measurableClassDescription
4470,gl-ehm,4,costingMethodCode,0..1,gl-ehm:costingMethodCodeItemType,Costing Method Code,"An enumerated code for the inventory (or other measurable) costing method. Enumerated as: LIFO, FIFO, average, weighted-average, standard-cost, tax-basis, book-basis, other.",原価計算方法コード,在庫（または他の測定可能な）原価計算方法の列挙されたコード。列挙：LIFO、FIFO、平均、加重平均、標準コスト、税ベース、帳簿ベース、その他。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-ehm:costingMethodCode
4480,gl-ehm,4,costingMethodDescription,0..1,gl-ehm:costingMethodDescriptionItemType,Costing Method Description,Free format description associated with gl-ehm:costingMethodCode to provide specialization of clarification for the enumerated value of other.,原価計算方法の説明,gl-ehm：costingMethodCodeに関連付けられた自由形式の説明。他の列挙値の明確化を専門化します。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-ehm:costingMethodDescription
4490,gl-ehm,4,geospatialCoordinate,0..1,gl-ehm:geospatialCoordinateItemType,Geospatial Coordinate,"Enter a relevant location for this item. Format can be either:\n- Degrees, minutes, and seconds (DMS): 41°24'12.2""N 2°10'26.5""E\n- Degrees and decimal minutes (DMM): 41 24.2028, 2 10.4418\n- Decimal degrees (DD): 41.40338, 2.17403",地理空間座標,"このアイテムに関連する場所を入力します。形式は次のいずれかになります。\n-度、分、秒（DMS）：41°24'12.2""N2°10'26.5""E \ n-度と小数分（DMM）：41 24.2028、2 10.4418 \ n -10度（DD）：41.40338、2.17403",/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-ehm:geospatialCoordinate
4500,gl-ehm,4,serialLot,0..*,gl-ehm:serialLotComplexType,Serial Lot,"Tuple for holding information about serial numbers or lots (batches). As a tuple, this permits multiple serial numbers or multiple lot number batches within a single gl-cor:measurable structure.",シリアルロット,シリアル番号またはロット（バッチ）に関する情報を保持するためのタプル。タプルとして、これにより、単一のgl-cor：measurable構造内で複数のシリアル番号または複数のロット番号のバッチが許可されます。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-ehm:serialLot
4510,gl-ehm,5,serialLotCode,0..1,gl-ehm:serialLotCodeItemType,Serial Lot Code,"Is this item tracked by serial numbers or lot numbers? A serial number is usually a unique number assigned to a single; a lot or batch number is provided when a batch of items is fungible but must be differentiated from similar items from other batches. Enumerated indicator for serial or lot items. Enumeration are: serial, lot, other, neither. If not included within the tuple, neither is assumed.",シリアルロットコード,このアイテムはシリアル番号またはロット番号で追跡されていますか？シリアル番号は通常、単一に割り当てられた一意の番号です。アイテムのバッチがファンジブルであるが、他のバッチの同様のアイテムと区別する必要がある場合は、ロット番号またはバッチ番号が提供されます。シリアルまたはロットアイテムの列挙型インジケーター。列挙は、シリアル、ロット、その他、どちらでもありません。タプルに含まれていない場合、どちらも想定されません。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-ehm:serialLot/gl-ehm:serialLotCode
4520,gl-ehm,5,serialLotDescription,0..1,gl-ehm:serialLotDescriptionItemType,Serial Lot Description,Free format description associated with gl-ehm:serialLotCode to provide specialization and especially to provide clarification for the enumerated value of other in serialLotCode. Examples might be “batch” or “group”.,シリアルロットの説明,gl-ehm：serialLotCodeに関連付けられた自由形式の説明。特殊化を提供し、特にserialLotCode内の他の列挙値を明確にします。例としては、「バッチ」や「グループ」などがあります。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-ehm:serialLot/gl-ehm:serialLotDescription
4530,gl-ehm,5,serialLotNumber,0..1,gl-ehm:serialLotNumberItemType,Serial Lot Number,The holder for that actual serial number or lot (batch) number/code assigned to an item or a batch of items.,シリアルロット番号,アイテムまたはアイテムのバッチに割り当てられた実際のシリアル番号またはロット（バッチ）番号/コードの所有者。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-ehm:serialLot/gl-ehm:serialLotNumber
4540,gl-ehm,5,nextSerialLotNumber,0..1,gl-ehm:nextSerialLotNumberItemType,Next Serial Lot Number,"A field for holding the next expected serial or lot number to be given to future assignments, or for chaining between already assigned items.",次のシリアルロット番号,将来の割り当てに与えられる次の予想されるシリアル番号またはロット番号を保持するためのフィールド、またはすでに割り当てられたアイテム間のチェーンのためのフィールド。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-ehm:serialLot/gl-ehm:nextSerialLotNumber
4550,gl-ehm,5,serialLotQuantity,0..1,gl-ehm:serialLotQuantityItemType,Serial Lot Quantity,The quantity of units in this particular batch. Unit of measure is the gl-bus:measurableUnitofMeasure.,シリアルロット数量,この特定のバッチのユニット数。測定単位はgl-bus：measurableUnitofMeasureです。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-ehm:serialLot/gl-ehm:serialLotQuantity
4560,gl-ehm,5,serialLotOriginalQuantity,0..1,gl-ehm:serialLotOriginalQuantityItemType,Serial Lot Original Quantity,The quantity of units in this batch on inception.,シリアルロット元の数量,開始時のこのバッチのユニット数。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-ehm:serialLot/gl-ehm:serialLotOriginalQuantity
4570,gl-ehm,5,serialLotRemainingQuantity,0..1,gl-ehm:serialLotRemainingQuantityItemType,Serial Lot Remaining Quantity,The remaining quantity of units from the original batch; may be the same as the quantity in this batch or include other batches from the same original batch.,シリアルロット残量,元のバッチの残りのユニット数。このバッチの数量と同じであるか、同じ元のバッチの他のバッチが含まれている可能性があります。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-ehm:serialLot/gl-ehm:serialLotRemainingQuantity
4580,gl-ehm,5,serialLotOrigination,0..1,gl-ehm:serialLotOriginationItemType,Serial Lot Origination,Date of manufacture or creation.,シリアルロットオリジネーション,製造日または作成日。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-ehm:serialLot/gl-ehm:serialLotOrigination
4590,gl-ehm,5,serialLotExpiration,0..1,gl-ehm:serialLotExpirationItemType,Serial Lot Expiration,Expiration date of the batch.,シリアルロットの有効期限,バッチの有効期限。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-ehm:serialLot/gl-ehm:serialLotExpiration
4600,gl-ehm,5,serialLotManufacturer,0..1,gl-ehm:serialLotManufacturerItemType,Serial Lot Manufacturer,Manufacturer of the item (serial) or items (lot/batch).,シリアルロットメーカー,アイテム（シリアル）またはアイテム（ロット/バッチ）のメーカー。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-ehm:serialLot/gl-ehm:serialLotManufacturer
4610,gl-ehm,5,serialLotBatchDescription,0..1,gl-ehm:serialLotBatchDescriptionItemType,Serial Lot Batch Description,A name or description of the items in the lot or batch.,シリアルロットバッチの説明,ロットまたはバッチ内のアイテムの名前または説明。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-ehm:serialLot/gl-ehm:serialLotBatchDescription
4620,gl-ehm,5,serialLotWarrantyStartDate,0..1,gl-ehm:serialLotWarrantyStartDateItemType,Serial Lot Warranty Start Date,"If the items are covered by warranty, when that warranty covered will begin or has begun.",シリアルロット保証開始日,アイテムが保証の対象である場合、その保証の対象となる時期が開始または開始されます。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-ehm:serialLot/gl-ehm:serialLotWarrantyStartDate
4630,gl-ehm,5,serialLotWarrantyEndDate,0..1,gl-ehm:serialLotWarrantyEndDateItemType,Serial Lot Warranty End Date,"If the items are covered by warranty, when that warranty covered will end or ended.",シリアルロット保証終了日,アイテムが保証の対象である場合、その保証の対象となる時期は終了または終了します。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-ehm:serialLot/gl-ehm:serialLotWarrantyEndDate
4640,gl-ehm,5,serialLotWarrantyPeriod,0..1,gl-ehm:serialLotWarrantyPeriodItemType,Serial Lot Warranty Period,"Warranty period – numeric portion; for a 30 day warranty period, the 30 would go here, and the day would go in gl-ehm:serialLotWarrantyPeriodUnit.",シリアルロット保証期間,保証期間–数値部分。 30日間の保証期間の場合、30はここに移動し、その日はgl-ehm：serialLotWarrantyPeriodUnitに移動します。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-ehm:serialLot/gl-ehm:serialLotWarrantyPeriod
4650,gl-ehm,5,serialLotWarrantyPeriodUnit,0..1,gl-ehm:serialLotWarrantyPeriodUnitItemType,Serial Lot Warranty Period Unit,"Warrant period – time or cycle unit portion. Values from the XBRL Unit Registry (www.xbrl.org/utr/utr.xml) are suggested where possible. Examples might include: H (hours), D (days), M (months), Y (years), machine cycles, km (kilometers).",シリアルロット保証期間単位,保証期間–時間またはサイクル単位の部分。可能な場合は、XBRLユニットレジストリ（www.xbrl.org/utr/utr.xml）の値が推奨されます。例としては、H（時間）、D（日）、M（月）、Y（年）、マシンサイクル、km（キロメートル）などがあります。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-ehm:serialLot/gl-ehm:serialLotWarrantyPeriodUnit
4660,gl-ehm,5,serialLotWarrantyVendor,0..1,gl-ehm:serialLotWarrantyVendorItemType,Serial Lot Warranty Vendor,The vendor providing warranty; this may differ from the manufacturer.,シリアルロット保証ベンダー,保証を提供するベンダー。これはメーカーとは異なる場合があります。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-ehm:serialLot/gl-ehm:serialLotWarrantyVendor
4670,gl-ehm,5,serialLotWarrantyContract,0..1,gl-ehm:serialLotWarrantyContractItemType,Serial Lot Warranty Contract,"Contract or document information related to the warranty, such as a contract number and date or a URL with more information.",シリアルロット保証契約,契約番号と日付、または詳細情報を含むURLなど、保証に関連する契約または文書情報。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-ehm:serialLot/gl-ehm:serialLotWarrantyContract
4680,gl-ehm,5,serialLotComment,0..1,gl-ehm:serialLotCommentItemType,Serial Lot Comment,Free format text related to the serial number or lot.,シリアルロットコメント,シリアル番号またはロットに関連するフリーフォーマットのテキスト。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-ehm:serialLot/gl-ehm:serialLotComment
4690,gl-cor,4,taxes,0..*,gl-cor:taxesComplexType,Tax Information,Tuple for holding tax related information,【税情報】,税関連の情報のタプル。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes
4700,gl-cor,5,taxAuthority,0..1,gl-cor:taxAuthorityItemType,Tax Authority,Name of the relevant tax authority,課税庁,関係する課税庁の名前。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-cor:taxAuthority
4710,gl-cor,5,taxTableCode,0..1,gl-cor:taxTableCodeItemType,Tax Table Code,Tax table code used by the relevant tax authority,税率表コード,関係する課税庁で使用される税率表のコード。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-cor:taxTableCode
4720,gl-cor,5,taxDescription,0..1,gl-cor:taxDescriptionItemType,Tax Description,Description of tax authority,課税庁説明,課税庁の説明。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-cor:taxDescription
4730,gl-cor,5,taxAmount,0..1,gl-cor:taxAmountItemType,Amount of Taxes,Amount of taxes,税額,税額。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-cor:taxAmount
4740,gl-cor,5,taxBasis,0..1,gl-cor:taxBasisItemType,Basis for Taxation,Basis for taxation,課税基準,課税基準。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-cor:taxBasis
4750,gl-cor,5,taxExchangeRate,0..1,gl-cor:taxExchangeRateItemType,"If the tax is in a foreign currency, the exchange rate used expressed as national currency divided by foreign currency","If the tax is in a foreign currency, the exchange rate used expressed as national currency divided by foreign currency",[非推奨] 税額換算用レート,税が外貨建ての場合の、換算レート。自国通貨を外貨で割った値。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-cor:taxExchangeRate
4760,gl-cor,5,taxPercentageRate,0..1,gl-cor:taxPercentageRateItemType,Tax Percentage Rate,Percent rate for VAT or other taxes normally a number between 0 and 1.0 - e.g. 50% is represented as 0.5,税率,VAT(物品税)またはその他の税のパーセント比率。0から1.0の間の値。たとえば50%は0.5とあらわす。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-cor:taxPercentageRate
4770,gl-cor,5,taxCode,0..1,gl-cor:taxCodeItemType,Tax Category,A class or category of taxes,税区分,税のクラス又はカテゴリ。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-cor:taxCode
4780,gl-cor,5,taxCommentExemption,0..1,gl-cor:taxCommentExemptionItemType,Tax Comment/Exemption Reason,Additional text/code for exemption reasons or other comments.,税コメント/免税理由,免税理由やその他のコメントのための、追加の文またはコード。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-cor:taxCommentExemption
4790,gl-muc,5,taxAmountForeignCurrency,0..1,gl-gen:amountItemType,Tax Amount in Foreign Currency,"If the tax is in a foreign currency, the amount of tax in that currency",外貨建税額,税が外貨建ての場合の、税額。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-muc:taxAmountForeignCurrency
4800,gl-muc,5,taxCurrency,0..1,gl-muc:currencyItemType,Tax Foreign Currency,"If the tax is in a foreign currency, that currency",外貨建税額通貨,税が外貨建ての場合の、通貨。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-muc:taxCurrency
4810,gl-muc,5,taxExchangeRateDate,0..1,gl-muc:exchangeRateDateItemType,Tax Exchange Rate Date,"If the tax is in a foreign currency, the date or date and time of the exchange rate used",税額換算レート日付,税が外貨建ての場合の、換算レートの日付または日付/時刻。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-muc:taxExchangeRateDate
4820,gl-muc,5,taxExchangeRate,0..1,gl-muc:exchangeRateItemType,Tax Exchange Rate Item Type,"If the tax is in a foreign currency, the exchange rate used expressed as national currency divided by foreign currency",税額換算レート,税が外貨建ての場合の、換算レート。自国通貨を外貨で割った値。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-muc:taxExchangeRate
4830,gl-muc,5,taxExchangeRateSource,0..1,gl-muc:exchangeRateSourceItemType,Tax Exchange Rate Source,"If the tax is in a foreign currency, source of exchange rate - for example, Reuters, Bloomberg",税額換算レート情報源,"税が外貨建ての場合の、換算レートの情報源。たとえば、Reuters, Bloomberg",/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-muc:taxExchangeRateSource
4840,gl-muc,5,taxExchangeRateType,0..1,gl-muc:exchangeRateTypeItemType,Tax Exchange Rate Type,"If the tax is in a foreign currency, type of exchange rate - for example, spot rate, forward contract etc.",税額換算レート種別,税が外貨建ての場合の、換算レートの種別。たとえば、スポット・レート、先物など。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-muc:taxExchangeRateType
4850,gl-muc,5,taxExchangeRateComment,0..1,gl-muc:commentItemType,Tax Exchange Rate Comment,"If the tax is in a foreign currency, comment about exchange rate used",税額換算レートコメント,税が外貨建ての場合の、換算レートに関するコメント。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-muc:taxExchangeRateComment
4860,gl-muc,5,taxAmountTriangulationCurrency,0..1,gl-gen:amountItemType,Tax Amount in Triangulation Currency,"If the tax is in a foreign currency and triangulation is used, the amount of that tax in the triangulation currency",税額トライアンギュレーション通貨換算額,税が外貨建てで、トライアンギュレーション取引の場合の、トライアンギュレーション通貨での税額。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-muc:taxAmountTriangulationCurrency
4870,gl-muc,5,taxTriangulationCurrency,0..1,gl-muc:currencyItemType,Tax Triangulation Currency,"If the tax is in a foreign currency and triangulation is used, the triangulation currency",税額換算トライアンギュレーション通貨,税が外貨建てで、トライアンギュレーション取引の場合の、トライアンギュレーション通貨。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-muc:taxTriangulationCurrency
4880,gl-muc,5,taxTriangulationExchangeRate,0..1,gl-muc:exchangeRateItemType,Tax Triangulation Currency Exchange Rate,"If the tax is in a foreign currency and triangulation is used, the exchange rate used expressed as national currency divided by triangulation currency",税額トライアンギュレーション通貨換算レート,税が外貨建てで、トライアンギュレーション取引の場合の、換算レート。自国通貨をトライアンギュレーション通貨で割った値。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-muc:taxTriangulationExchangeRate
4890,gl-muc,5,taxTriangulationExchangeRateSource,0..1,gl-muc:exchangeRateSourceItemType,Tax Triangulation Currency Exchange Rate Source,"If the tax is in a foreign currency and triangulation is used, source of exchange rate - for example, Reuters, Bloomberg",税額トライアンギュレーション通貨換算レート情報源,"税が外貨建てで、トライアンギュレーション取引の場合の、換算レートの情報源。たとえば、Reuters, Bloomberg\n",/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-muc:taxTriangulationExchangeRateSource
4900,gl-muc,5,taxTriangulationExchangeRateType,0..1,gl-muc:exchangeRateTypeItemType,Tax Triangulation Currency Exchange Rate Type,"If the tax is in a foreign currency and triangulation is used, type of exchange rate - for example, spot rate, forward contract etc.",税額トライアンギュレーション通貨換算レート種別,税が外貨建てで、トライアンギュレーション取引の場合の、換算レートの種別。たとえば、スポット・レート、先物など\n,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-muc:taxTriangulationExchangeRateType
4910,gl-muc,5,taxForeignTriangulationExchangeRate,0..1,gl-muc:exchangeRateItemType,Tax Foreign to Triangulation Currency Exchange Rate,"If the tax is in a foreign currency and triangulation is used,  the exchange rate used expressed as foreign currency divided by triangulation currency",税額外貨トライアンギュレーション通貨換算レート,税が外貨建てで、トライアンギュレーション取引の場合の、換算レート。外貨をトライアンギュレーション通貨で割った値。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-muc:taxForeignTriangulationExchangeRate
4920,gl-muc,5,taxForeignTriangulationExchangeRateSource,0..1,gl-muc:exchangeRateSourceItemType,Tax Foreign to Triangulation Currency Exchange Rate Source,"If the tax is in a foreign currency and triangulation is used, source of exchange rate - for example, Reuters, Bloomberg",税額外貨トライアンギュレーション通貨換算レート情報源,"税が外貨建てで、トライアンギュレーション取引の場合の、換算レートの情報源。たとえば、Reuters, Bloomberg",/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-muc:taxForeignTriangulationExchangeRateSource
4930,gl-muc,5,taxForeignTriangulationExchangeRateType,0..1,gl-muc:exchangeRateTypeItemType,Tax Foreign to Triangulation Currency Exchange Rate Type,"If the tax is in a foreign currency and triangulation is used, type of exchange rate - for example, spot rate, forward contract etc.",税額外貨トライアンギュレーション通貨換算レート種別,税が外貨建てで、トライアンギュレーション取引の場合の、換算レートの種別。たとえば、スポット・レート、先物など。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:taxes/gl-muc:taxForeignTriangulationExchangeRateType
4940,gl-taf,4,tickingField,0..1,gl-taf:tickingFieldItemType,Ticking Field,"Signifies that an item has been cleared, finished, finalized. When checking accounts are called for, the tick or letter showing this was done appears in this field. Can also be used for identifying that the\noriginal document against which a payment or DR/CR memo applies has been reconciled.",チェック欄,項目が消去または完了されたことを示す。勘定のチェックが要求される場合、処理済を示すチェックマークまたは文字が指定される。支払またはDR/CRのメモに対する元文書が、消し込まれたことを確認するためにも使用可能。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-taf:tickingField
4950,gl-taf,4,documentRemainingBalance,0..1,gl-taf:documentRemainingBalanceItemType,Document Remaining Balance,Balance remaining on the document,文書上残高,文書上の残高。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-taf:documentRemainingBalance
4960,gl-taf,4,uniqueConsignmentReference,0..1,gl-taf:uniqueConsignmentReferenceItemType,UCR,"Unique Consignment Reference or UCR. An ""origin to destination"" reference code for international consignments, developed in cooperation with the World Customs Organization and EAN International (EAN). (http://www.wcoomd.org/ie/EN/press/UCR_new_e.pdf)",UCRコード,"Unique Consignment ReferenceまたはUCR。国際委託販売のための""origin to destination""参照コード。World Customs OrganizationとEAN International (EAN)が共同で開発している。\n(http://www.wcoomd.org/ie/EN/press/UCR_new_e.pdf)",/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-taf:uniqueConsignmentReference
4970,gl-taf,4,originatingDocumentStructure,0..*,gl-taf:originatingDocumentStructureComplexType,Originating Document  - Heading,"A tool to capture the flow of related documents in the business process. Some needs of end users require a greater history of the documents that are associated with a transaction, especially in the VAT audit area. Contains a repetitive structure of related documents.",【発生元文書情報】,業務プロセス上の、関連文書の流れを捕捉するためのもの。特にVAT監査では、エンドユーザの要求として、取引に関係する文書の履歴が必要とされる。関連文書情報の構造の繰り返しを含む。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-taf:originatingDocumentStructure
4980,gl-taf,5,originatingDocumentType,0..1,gl-gen:documentTypeItemType,Originating Document Type,"Originating document type - order, acknowledgement, confirmation, shipment, delivery/receipt, invoice, payment, etc.",発生元文書種別,発生元文書の種別。発注、通知、確認、出荷、配送/受領、請求、支払、など。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-taf:originatingDocumentStructure/gl-taf:originatingDocumentType
4990,gl-taf,5,originatingDocumentNumber,0..1,gl-taf:originatingDocumentNumberItemType,Originating Document Number,Originating document number,発生元文書番号,発生元文書の番号。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-taf:originatingDocumentStructure/gl-taf:originatingDocumentNumber
5000,gl-taf,5,originatingDocumentDate,0..1,gl-taf:originatingDocumentDateItemType,Originating Document Date,Originating document date,発生元文書日付,発生元文書の日付。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-taf:originatingDocumentStructure/gl-taf:originatingDocumentDate
5010,gl-taf,5,originatingDocumentIdentifierType,0..1,gl-gen:identifierTypeItemType,Originating Document Identifier Type,"Originating document identifier type: e.g. Customer, Vendor, Employee, Other",発生元文書対象CVE種別,発生元文書の対象となるCVEの種別。例えば、顧客、仕入先、従業員、その他。\n[設定値のリスト]\n(C)、(customer：顧客)、(E)、(employee：従業員)、(V)、(vendor：仕入先)、(O)、(other：その他)、(I)、(salesperson-internal：店舗内販売員)、(X)、(salesperson-external：外交販売員)、(N)、(contractor：請負者) ,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-taf:originatingDocumentStructure/gl-taf:originatingDocumentIdentifierType
