sequence,level,type,id,name,datatype,multiplicity,semantic_path,syntax_sequence,syntax_path,default_value,transformation,required,note
196,4,A,BT-148,Item gross price,Amount,0..1,$.invoice.invoiceLine.priceDetails.itemGrossPrice,0000.0003.0001.0004.0011.0002,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:GrossPriceProductTradePrice/ram:ChargeAmount,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
197,4,A,BT-149,Item price base quantity,Quantity,0..1,$.invoice.invoiceLine.priceDetails.itemPriceBaseQuantity,0000.0003.0001.0004.0012.0003,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:NetPriceProductTradePrice/ram:BasisQuantity,,,,NetPrice BasisQuantity selected; GrossPrice mapping remains documented for future review.
198,4,A,BT-150,Item price base quantity unit code,Code,0..1,$.invoice.invoiceLine.priceDetails.itemPriceBaseQuantityUnitCode,0000.0003.0001.0004.0012.0003.@unitCode,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:NetPriceProductTradePrice/ram:BasisQuantity/@unitCode,,,,Provisional NetPrice BasisQuantity/@unitCode selected consistently with BT-149; GrossPrice remains for future review.
199,3,C,BG-30,Line VAT information,,1..1,$.invoice.invoiceLine.lineVatInformation,0000.0003.0001.0006.0005,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:ApplicableTradeTax[ram:TypeCode='VAT'],,,,CII D16B reversible occurrence context. Physical role predicate is encoded in syntax_path.
200,4,A,BT-151,Invoiced item VAT category code,Code,1..1,$.invoice.invoiceLine.lineVatInformation.invoicedItemVatCategoryCode,0000.0003.0001.0006.0005.0011,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:ApplicableTradeTax[ram:TypeCode='VAT']/ram:CategoryCode,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD. Literal syntax discriminator(s) in syntax_path are executable binding metadata and shall be materialized during reverse serialization.
201,4,A,BT-152,Invoiced item VAT rate,Decimal,0..1,$.invoice.invoiceLine.lineVatInformation.invoicedItemVatRate,0000.0003.0001.0006.0005.0022,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:ApplicableTradeTax[ram:TypeCode='VAT']/ram:RateApplicablePercent,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
202,3,C,BG-31,Item information,,1..1,$.invoice.invoiceLine.itemInformation,0000.0003.0001.0003,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct,,,,CII D16B reversible occurrence context.
203,4,A,BT-153,Item name,Text,1..1,$.invoice.invoiceLine.itemInformation.itemName,0000.0003.0001.0003.0006,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:Name,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
204,4,A,BT-154,Item description,Text,0..1,$.invoice.invoiceLine.itemInformation.itemDescription,0000.0003.0001.0003.0008,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:Description,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
205,4,A,BT-155,Item seller identifier,Identifier,0..1,$.invoice.invoiceLine.itemInformation.itemSellerIdentifier,0000.0003.0001.0003.0003,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:SellerAssignedID,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
206,4,A,BT-156,Item buyer identifier,Identifier,0..1,$.invoice.invoiceLine.itemInformation.itemBuyerIdentifier,0000.0003.0001.0003.0004,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:BuyerAssignedID,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
207,4,A,BT-157,Item standard identifier,Identifier,0..1,$.invoice.invoiceLine.itemInformation.itemStandardIdentifier,0000.0003.0001.0003.0002,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:GlobalID,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
208,4,A,BT-157-1,Scheme identifier,Identifier,1..1,$.invoice.invoiceLine.itemInformation.itemStandardIdentifierSchemeIdentifier,0000.0003.0001.0003.0002.@schemeID,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:GlobalID/@schemeID,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD. Supplementary component remains HMD type=A.
209,4,C,,Item Classification Identifier,,0..*,$.invoice.invoiceLine.itemInformation.itemClassificationIdentifier,0000.0003.0001.0003.0028,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:DesignatedProductClassification,,,,Binding-neutral occurrence Class anchored at DesignatedProductClassification.
210,5,A,BT-158,Identifier,Identifier,1..1,$.invoice.invoiceLine.itemInformation.itemClassificationIdentifier.identifier,0000.0003.0001.0003.0028.0003,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:DesignatedProductClassification/ram:ClassCode,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
211,5,A,BT-158-1,Scheme identifier,Identifier,1..1,$.invoice.invoiceLine.itemInformation.itemClassificationIdentifier.schemeIdentifier,0000.0003.0001.0003.0028.0003.@listID,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:DesignatedProductClassification/ram:ClassCode/@listID,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD. Supplementary component remains HMD type=A.
212,5,A,BT-158-2,Scheme version identifier,Identifier,0..1,$.invoice.invoiceLine.itemInformation.itemClassificationIdentifier.schemeVersionIdentifier,0000.0003.0001.0003.0028.0003.@listVersionID,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:DesignatedProductClassification/ram:ClassCode/@listVersionID,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD. Supplementary component remains HMD type=A.
213,4,A,BT-159,Item country of origin,Code,0..1,$.invoice.invoiceLine.itemInformation.itemCountryOfOrigin,0000.0003.0001.0003.0032.0001,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:OriginTradeCountry/ram:ID,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
214,4,C,BG-32,Item attributes,,0..*,$.invoice.invoiceLine.itemInformation.itemAttributes,0000.0003.0001.0003.0026,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:ApplicableProductCharacteristic,,,,CII D16B reversible occurrence context.
215,5,A,BT-160,Item attribute name,Text,1..1,$.invoice.invoiceLine.itemInformation.itemAttributes.itemAttributeName,0000.0003.0001.0003.0026.0003,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:ApplicableProductCharacteristic/ram:Description,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
216,5,A,BT-161,Item attribute value,Text,1..1,$.invoice.invoiceLine.itemInformation.itemAttributes.itemAttributeValue,0000.0003.0001.0003.0026.0006,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:ApplicableProductCharacteristic/ram:Value,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
